GSK_REG_NO,MOLREGNO,CHEMBL_ID,INCHI,SMILES,PARENT_CHEMBL_ID,PARENT_INCHI,PARENT_SMILES,TARGETS,TARGET_CHEMBL_IDS,REF_CHEMBL_ID,REFERENCE,PUBMED_ID
SB-264866,1151685,CHEMBL1785003,"InChI=1S/C27H27FN6O2/c28-20-8-5-19(6-9-20)25-26(34(17-32-25)21-11-14-30-15-12-21)22-13-16-31-27(33-22)36-23-4-2-1-3-18(23)7-10-24(29)35/h1-6,8-9,13,16-17,21,30H,7,10-12,14-15H2,(H2,29,35)",NC(=O)CCc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,CHEMBL1785003,"InChI=1S/C27H27FN6O2/c28-20-8-5-19(6-9-20)25-26(34(17-32-25)21-11-14-30-15-12-21)22-13-16-31-27(33-22)36-23-4-2-1-3-18(23)7-10-24(29)35/h1-6,8-9,13,16-17,21,30H,7,10-12,14-15H2,(H2,29,35)",NC(=O)CCc1ccccc1Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-278538,13772,CHEMBL275200,"InChI=1S/C28H30FN5O/c1-28(2,3)20-6-10-23(11-7-20)35-27-31-17-14-24(33-27)26-25(19-4-8-21(29)9-5-19)32-18-34(26)22-12-15-30-16-13-22/h4-11,14,17-18,22,30H,12-13,15-16H2,1-3H3",CC(C)(C)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL275200,"InChI=1S/C28H30FN5O/c1-28(2,3)20-6-10-23(11-7-20)35-27-31-17-14-24(33-27)26-25(19-4-8-21(29)9-5-19)32-18-34(26)22-12-15-30-16-13-22/h4-11,14,17-18,22,30H,12-13,15-16H2,1-3H3",CC(C)(C)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-278539,13710,CHEMBL275168,"InChI=1S/C24H21ClFN5O/c25-17-3-7-20(8-4-17)32-24-28-14-11-21(30-24)23-22(16-1-5-18(26)6-2-16)29-15-31(23)19-9-12-27-13-10-19/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Cl)cc5)n4,CHEMBL275168,"InChI=1S/C24H21ClFN5O/c25-17-3-7-20(8-4-17)32-24-28-14-11-21(30-24)23-22(16-1-5-18(26)6-2-16)29-15-31(23)19-9-12-27-13-10-19/h1-8,11,14-15,19,27H,9-10,12-13H2",Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccnc(Oc5ccc(Cl)cc5)n4,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-284847-BT,1249171,CHEMBL1909400,"InChI=1S/C26H26FN5O.C2HF3O2/c1-17-4-3-5-23(18(17)2)33-26-29-15-12-22(31-26)25-24(19-6-8-20(27)9-7-19)30-16-32(25)21-10-13-28-14-11-21;3-2(4,5)1(6)7/h3-9,12,15-16,21,28H,10-11,13-14H2,1-2H3;(H,6,7)",Cc1cccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)c1C.OC(=O)C(F)(F)F,CHEMBL14212,"InChI=1S/C26H26FN5O/c1-17-4-3-5-23(18(17)2)33-26-29-15-12-22(31-26)25-24(19-6-8-20(27)9-7-19)30-16-32(25)21-10-13-28-14-11-21/h3-9,12,15-16,21,28H,10-11,13-14H2,1-2H3",Cc1cccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)c1C,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-285234-W,1249172,CHEMBL1909401,"InChI=1S/C25H22FN5O3.Li/c26-18-5-1-16(2-6-18)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-25(30-21)34-20-7-3-17(4-8-20)24(32)33;/h1-8,11,14-15,19,27H,9-10,12-13H2,(H,32,33);/q;+1/p-1",[Li+].[O-]C(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,CHEMBL14233,"InChI=1S/C25H22FN5O3/c26-18-5-1-16(2-6-18)22-23(31(15-29-22)19-9-12-27-13-10-19)21-11-14-28-25(30-21)34-20-7-3-17(4-8-20)24(32)33/h1-8,11,14-15,19,27H,9-10,12-13H2,(H,32,33)",OC(=O)c1ccc(Oc2nccc(n2)c3c(ncn3C4CCNCC4)c5ccc(F)cc5)cc1,p38a,CHEMBL260,CHEMBL1134753,"Bioorg. Med. Chem. Lett., 11, p. 1123 (2001)",11354358
SB-333612,262125,CHEMBL156524,"InChI=1S/C18H13ClN2O2/c19-13-7-5-12(6-8-13)15-16(18(23)20-17(15)22)21-10-9-11-3-1-2-4-14(11)21/h1-8H,9-10H2,(H,20,22,23)",Clc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,CHEMBL156524,"InChI=1S/C18H13ClN2O2/c19-13-7-5-12(6-8-13)15-16(18(23)20-17(15)22)21-10-9-11-3-1-2-4-14(11)21/h1-8H,9-10H2,(H,20,22,23)",Clc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-347804,396428,CHEMBL397570,"InChI=1S/C16H13FN2OS/c17-11-7-5-10(6-8-11)15(20)19-16-13(9-18)12-3-1-2-4-14(12)21-16/h5-8H,1-4H2,(H,19,20)",Fc1ccc(cc1)C(=O)Nc2sc3CCCCc3c2C#N,CHEMBL397570,"InChI=1S/C16H13FN2OS/c17-11-7-5-10(6-8-11)15(20)19-16-13(9-18)12-3-1-2-4-14(12)21-16/h5-8H,1-4H2,(H,19,20)",Fc1ccc(cc1)C(=O)Nc2sc3CCCCc3c2C#N,JNK2/JNK3,CHEMBL4179/CHEMBL2637,CHEMBL1148840,"Bioorg. Med. Chem. Lett., 17, p. 1296 (2007)",17194588
SB-358518,262891,CHEMBL352222,"InChI=1S/C16H9Cl2N3O5/c17-10-5-8(6-11(18)14(10)22)19-13-12(15(23)20-16(13)24)7-2-1-3-9(4-7)21(25)26/h1-6,22H,(H2,19,20,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3cccc(c3)N(=O)=O)cc1Cl,CHEMBL352222,"InChI=1S/C16H9Cl2N3O5/c17-10-5-8(6-11(18)14(10)22)19-13-12(15(23)20-16(13)24)7-2-1-3-9(4-7)21(25)26/h1-6,22H,(H2,19,20,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3cccc(c3)N(=O)=O)cc1Cl,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-360741,263385,CHEMBL160876,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-8(2-4-9)13-14(16(23)21-15(13)22)20-10-5-6-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)ccc1Cl,CHEMBL160876,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-8(2-4-9)13-14(16(23)21-15(13)22)20-10-5-6-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3ccc(Cl)cc3)ccc1Cl,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-361058,262097,CHEMBL347580,"InChI=1S/C19H16N2O3/c1-24-14-8-6-13(7-9-14)16-17(19(23)20-18(16)22)21-11-10-12-4-2-3-5-15(12)21/h2-9H,10-11H2,1H3,(H,20,22,23)",COc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,CHEMBL347580,"InChI=1S/C19H16N2O3/c1-24-14-8-6-13(7-9-14)16-17(19(23)20-18(16)22)21-11-10-12-4-2-3-5-15(12)21/h2-9H,10-11H2,1H3,(H,20,22,23)",COc1ccc(cc1)C2=C(N3CCc4ccccc34)C(=O)NC2=O,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-376719,262221,CHEMBL156263,"InChI=1S/C17H14N2O3/c1-22-13-10-6-5-9-12(13)14-15(17(21)19-16(14)20)18-11-7-3-2-4-8-11/h2-10H,1H3,(H2,18,19,20,21)",COc1ccccc1C2=C(Nc3ccccc3)C(=O)NC2=O,CHEMBL156263,"InChI=1S/C17H14N2O3/c1-22-13-10-6-5-9-12(13)14-15(17(21)19-16(14)20)18-11-7-3-2-4-8-11/h2-10H,1H3,(H2,18,19,20,21)",COc1ccccc1C2=C(Nc3ccccc3)C(=O)NC2=O,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-390523,262938,CHEMBL157258,"InChI=1S/C16H9Cl3N2O3/c17-9-4-2-1-3-8(9)12-13(16(24)21-15(12)23)20-7-5-10(18)14(22)11(19)6-7/h1-6,22H,(H2,20,21,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)cc1Cl,CHEMBL157258,"InChI=1S/C16H9Cl3N2O3/c17-9-4-2-1-3-8(9)12-13(16(24)21-15(12)23)20-7-5-10(18)14(22)11(19)6-7/h1-6,22H,(H2,20,21,23,24)",Oc1c(Cl)cc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)cc1Cl,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-390527,262476,CHEMBL160937,"InChI=1S/C16H11ClN2O3/c17-12-7-2-1-6-11(12)13-14(16(22)19-15(13)21)18-9-4-3-5-10(20)8-9/h1-8,20H,(H2,18,19,21,22)",Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)c1,CHEMBL160937,"InChI=1S/C16H11ClN2O3/c17-12-7-2-1-6-11(12)13-14(16(22)19-15(13)21)18-9-4-3-5-10(20)8-9/h1-8,20H,(H2,18,19,21,22)",Oc1cccc(NC2=C(C(=O)NC2=O)c3ccccc3Cl)c1,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-400868-A,1249148,CHEMBL1909377,"InChI=1S/C18H15N3O2.ClH/c1-2-8-19-13(4-1)17-18(21-9-3-5-16(21)20-17)12-6-7-14-15(10-12)23-11-22-14;/h1-2,4,6-8,10H,3,5,9,11H2;1H",Cl.C1Cc2nc(c3ccccn3)c(c4ccc5OCOc5c4)n2C1,CHEMBL268889,"InChI=1S/C18H15N3O2/c1-2-8-19-13(4-1)17-18(21-9-3-5-16(21)20-17)12-6-7-14-15(10-12)23-11-22-14/h1-2,4,6-8,10H,3,5,9,11H2",C1Cc2nc(c3ccccn3)c(c4ccc5OCOc5c4)n2C1,ALK5,CHEMBL4439,CHEMBL1135833,"J. Med. Chem., 45, p. 999 (2002)",11855979
SB-409513,262792,CHEMBL156987,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-2-8(6-9)13-14(16(23)21-15(13)22)20-10-4-5-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)ccc1Cl,CHEMBL156987,"InChI=1S/C17H10Cl2N2O4/c18-9-3-1-2-8(6-9)13-14(16(23)21-15(13)22)20-10-4-5-12(19)11(7-10)17(24)25/h1-7H,(H,24,25)(H2,20,21,22,23)",OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)ccc1Cl,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-409514,262821,CHEMBL160333,"InChI=1S/C16H10Cl2N2O3/c17-9-3-1-2-8(6-9)13-14(16(23)20-15(13)22)19-10-4-5-12(21)11(18)7-10/h1-7,21H,(H2,19,20,22,23)",Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)cc1Cl,CHEMBL160333,"InChI=1S/C16H10Cl2N2O3/c17-9-3-1-2-8(6-9)13-14(16(23)20-15(13)22)19-10-4-5-12(21)11(18)7-10/h1-7,21H,(H2,19,20,22,23)",Oc1ccc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)cc1Cl,GSK3b,CHEMBL262,CHEMBL1134212,"Bioorg. Med. Chem. Lett., 11, p. 635 (2001)",11266159
SB-431533,274,CHEMBL267228,"InChI=1S/C22H17N3O3/c26-12-14-4-6-15(7-5-14)22-24-20(21(25-22)17-3-1-2-10-23-17)16-8-9-18-19(11-16)28-13-27-18/h1-11,26H,12-13H2,(H,24,25)",OCc1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,CHEMBL267228,"InChI=1S/C22H17N3O3/c26-12-14-4-6-15(7-5-14)22-24-20(21(25-22)17-3-1-2-10-23-17)16-8-9-18-19(11-16)28-13-27-18/h1-11,26H,12-13H2,(H,24,25)",OCc1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,ALK5,CHEMBL4439,CHEMBL1135833,"J. Med. Chem., 45, p. 999 (2002)",11855979
SB-431542-A,1249149,CHEMBL1909378,"InChI=1S/C22H16N4O3.ClH/c23-21(27)13-4-6-14(7-5-13)22-25-19(20(26-22)16-3-1-2-10-24-16)15-8-9-17-18(11-15)29-12-28-17;/h1-11H,12H2,(H2,23,27)(H,25,26);1H",Cl.NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,CHEMBL440084,"InChI=1S/C22H16N4O3/c23-21(27)13-4-6-14(7-5-13)22-25-19(20(26-22)16-3-1-2-10-24-16)15-8-9-17-18(11-15)29-12-28-17/h1-11H,12H2,(H2,23,27)(H,25,26)",NC(=O)c1ccc(cc1)c2nc(c3ccccn3)c([nH]2)c4ccc5OCOc5c4,ALK5,CHEMBL4439,CHEMBL1135833,"J. Med. Chem., 45, p. 999 (2002)",11855979
SB-437013,398350,CHEMBL399410,"InChI=1S/C27H23N3O2S/c1-30-26(22-5-4-21-17-23(32-2)9-6-20(21)16-22)25(18-12-14-28-15-13-18)29-27(30)19-7-10-24(11-8-19)33(3)31/h4-17H,1-3H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4)S(=O)C)n3C)c5ccncc5,CHEMBL399410,"InChI=1S/C27H23N3O2S/c1-30-26(22-5-4-21-17-23(32-2)9-6-20(21)16-22)25(18-12-14-28-15-13-18)29-27(30)19-7-10-24(11-8-19)33(3)31/h4-17H,1-3H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4)S(=O)C)n3C)c5ccncc5,TIE2,CHEMBL4128,CHEMBL1137478,"Bioorg. Med. Chem. Lett., 17, p. 5514 (2007)",17826092
SB-476429-A,1249183,CHEMBL1909412,"InChI=1S/C21H17ClN4O.ClH/c22-17-6-5-16(11-18(17)27)20-19(14-7-9-24-10-8-14)25-21(26-20)15-3-1-13(12-23)2-4-15;/h1-11,27H,12,23H2,(H,25,26);1H",Cl.NCc1ccc(cc1)c2nc(c3ccc(Cl)c(O)c3)c([nH]2)c4ccncc4,CHEMBL200320,"InChI=1S/C21H17ClN4O/c22-17-6-5-16(11-18(17)27)20-19(14-7-9-24-10-8-14)25-21(26-20)15-3-1-13(12-23)2-4-15/h1-11,27H,12,23H2,(H,25,26)",NCc1ccc(cc1)c2nc(c3ccc(Cl)c(O)c3)c([nH]2)c4ccncc4,b-RAF,CHEMBL5145,CHEMBL1147772,"Bioorg. Med. Chem. Lett., 16, p. 378 (2006)",16260133
SB-590885-AAD,1249185,CHEMBL1909414,"InChI=1S/C27H27N5O2.ClH.H2O/c1-32(2)15-16-34-22-7-3-19(4-8-22)27-29-25(18-11-13-28-14-12-18)26(30-27)21-5-9-23-20(17-21)6-10-24(23)31-33;;/h3-5,7-9,11-14,17,33H,6,10,15-16H2,1-2H3,(H,29,30);1H;1H2/b31-24+;;",O.Cl.CN(C)CCOc1ccc(cc1)c2nc(c3ccncc3)c([nH]2)c4ccc5\C(=N\O)\CCc5c4,CHEMBL477989,"InChI=1S/C27H27N5O2/c1-32(2)15-16-34-22-7-3-19(4-8-22)27-29-25(18-11-13-28-14-12-18)26(30-27)21-5-9-23-20(17-21)6-10-24(23)31-33/h3-5,7-9,11-14,17,33H,6,10,15-16H2,1-2H3,(H,29,30)/b31-24+",CN(C)CCOc1ccc(cc1)c2nc(c3ccncc3)c([nH]2)c4ccc5\C(=N\O)\CCc5c4,b-RAF,CHEMBL5145,CHEMBL1155855,"Bioorg. Med. Chem. Lett., 18, p. 4373 (2008)",18621524
SB-610251-B,1249184,CHEMBL1909413,"InChI=1S/C20H15N3O.ClH/c24-17-8-4-7-16(13-17)19-18(14-9-11-21-12-10-14)22-20(23-19)15-5-2-1-3-6-15;/h1-13,24H,(H,22,23);1H",Cl.Oc1cccc(c1)c2nc([nH]c2c3ccncc3)c4ccccc4,CHEMBL304624,"InChI=1S/C20H15N3O/c24-17-8-4-7-16(13-17)19-18(14-9-11-21-12-10-14)22-20(23-19)15-5-2-1-3-6-15/h1-13,24H,(H,22,23)",Oc1cccc(c1)c2nc([nH]c2c3ccncc3)c4ccccc4,b-RAF,CHEMBL5145,CHEMBL1147772,"Bioorg. Med. Chem. Lett., 16, p. 378 (2006)",16260133
SB-614067-R,1157702,CHEMBL1794071,"InChI=1S/C22H23N5O.ClH/c28-27-19-4-2-16-13-17(1-3-18(16)19)21-20(14-5-9-23-10-6-14)25-22(26-21)15-7-11-24-12-8-15;/h1,3,5-6,9-10,13,15,24,28H,2,4,7-8,11-12H2,(H,25,26);1H",Cl.ON=C1CCc2cc(ccc12)c3nc([nH]c3c4ccncc4)C5CCNCC5,CHEMBL1851806,"InChI=1S/C22H23N5O/c28-27-19-4-2-16-13-17(1-3-18(16)19)21-20(14-5-9-23-10-6-14)25-22(26-21)15-7-11-24-12-8-15/h1,3,5-6,9-10,13,15,24,28H,2,4,7-8,11-12H2,(H,25,26)",ON=C1CCc2cc(ccc12)c3[nH]c(nc3c4ccncc4)C5CCNCC5,b-RAF,CHEMBL5145,CHEMBL1155855,"Bioorg. Med. Chem. Lett., 18, p. 4373 (2008)",18621524
SB-630812,398352,CHEMBL237570,"InChI=1S/C28H25N3O2S/c1-18-15-24(34(4)32)9-10-25(18)28-30-26(19-11-13-29-14-12-19)27(31(28)2)22-6-5-21-17-23(33-3)8-7-20(21)16-22/h5-17H,1-4H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4C)S(=O)C)n3C)c5ccncc5,CHEMBL237570,"InChI=1S/C28H25N3O2S/c1-18-15-24(34(4)32)9-10-25(18)28-30-26(19-11-13-29-14-12-19)27(31(28)2)22-6-5-21-17-23(33-3)8-7-20(21)16-22/h5-17H,1-4H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4C)S(=O)C)n3C)c5ccncc5,TIE2,CHEMBL4128,CHEMBL1137478,"Bioorg. Med. Chem. Lett., 17, p. 5514 (2007)",17826092
SB-633825,398353,CHEMBL237571,"InChI=1S/C28H25N3O3S/c1-18-15-24(35(4,32)33)9-10-25(18)28-30-26(19-11-13-29-14-12-19)27(31(28)2)22-6-5-21-17-23(34-3)8-7-20(21)16-22/h5-17H,1-4H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4C)S(=O)(=O)C)n3C)c5ccncc5,CHEMBL237571,"InChI=1S/C28H25N3O3S/c1-18-15-24(35(4,32)33)9-10-25(18)28-30-26(19-11-13-29-14-12-19)27(31(28)2)22-6-5-21-17-23(34-3)8-7-20(21)16-22/h5-17H,1-4H3",COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4C)S(=O)(=O)C)n3C)c5ccncc5,TIE2,CHEMBL4128,CHEMBL1137478,"Bioorg. Med. Chem. Lett., 17, p. 5514 (2007)",17826092
SB-657836-AAA,1249113,CHEMBL1909342,"InChI=1S/C15H19N3O2S.C2H2O4/c16-9-12-11-3-1-2-4-13(11)21-15(12)17-14(19)10-18-5-7-20-8-6-18;3-1(4)2(5)6/h1-8,10H2,(H,17,19);(H,3,4)(H,5,6)",OC(=O)C(=O)O.O=C(CN1CCOCC1)Nc2sc3CCCCc3c2C#N,CHEMBL232405,"InChI=1S/C15H19N3O2S/c16-9-12-11-3-1-2-4-13(11)21-15(12)17-14(19)10-18-5-7-20-8-6-18/h1-8,10H2,(H,17,19)",O=C(CN1CCOCC1)Nc2sc3CCCCc3c2C#N,JNK2/JNK3,CHEMBL4179/CHEMBL2637,CHEMBL1148840,"Bioorg. Med. Chem. Lett., 17, p. 1296 (2007)",17194588
SB-675259-M,1249114,CHEMBL1909343,"InChI=1S/C14H12N6O.C2HF3O2/c21-14(8-3-4-8)16-12-10-6-11(9-2-1-5-15-7-9)17-19-13(10)20-18-12;3-2(4,5)1(6)7/h1-2,5-8H,3-4H2,(H2,16,18,19,20,21);(H,6,7)",OC(=O)C(F)(F)F.O=C(Nc1n[nH]c2nnc(cc12)c3cccnc3)C4CC4,CHEMBL35785,"InChI=1S/C14H12N6O/c21-14(8-3-4-8)16-12-10-6-11(9-2-1-5-15-7-9)17-19-13(10)20-18-12/h1-2,5-8H,3-4H2,(H2,16,18,19,20,21)",O=C(Nc1n[nH]c2nnc(cc12)c3cccnc3)C4CC4,GSK3b,CHEMBL262,CHEMBL1136434,"Bioorg. Med. Chem. Lett., 13, p. 1581 (2003)",12699760
SB-678557-A,1249115,CHEMBL1909344,"InChI=1S/C18H20N6O.ClH/c1-24-9-7-13(8-10-24)18(25)19-16-14-11-15(12-5-3-2-4-6-12)20-22-17(14)23-21-16;/h2-6,11,13H,7-10H2,1H3,(H2,19,21,22,23,25);1H",Cl.CN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4ccccc4,CHEMBL406125,"InChI=1S/C18H20N6O/c1-24-9-7-13(8-10-24)18(25)19-16-14-11-15(12-5-3-2-4-6-12)20-22-17(14)23-21-16/h2-6,11,13H,7-10H2,1H3,(H2,19,21,22,23,25)",CN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4ccccc4,GSK3b,CHEMBL262,CHEMBL1136434,"Bioorg. Med. Chem. Lett., 13, p. 1581 (2003)",12699760
SB-682330-A,1157703,CHEMBL1794072,"InChI=1S/C28H27N3O3.ClH/c1-31(2)15-16-33-23-7-3-19(4-8-23)27-18-25(28(34-27)20-11-13-29-14-12-20)22-5-9-24-21(17-22)6-10-26(24)30-32;/h3-5,7-9,11-14,17-18,32H,6,10,15-16H2,1-2H3;1H",Cl.CN(C)CCOc1ccc(cc1)c2oc(c3ccncc3)c(c2)c4ccc5C(=NO)CCc5c4,CHEMBL1852436,"InChI=1S/C28H27N3O3/c1-31(2)15-16-33-23-7-3-19(4-8-23)27-18-25(28(34-27)20-11-13-29-14-12-20)22-5-9-24-21(17-22)6-10-26(24)30-32/h3-5,7-9,11-14,17-18,32H,6,10,15-16H2,1-2H3",CN(C)CCOc1ccc(cc1)c2oc(c3ccncc3)c(c2)c4ccc5C(=NO)CCc5c4,b-RAF,CHEMBL5145,CHEMBL1155855,"Bioorg. Med. Chem. Lett., 18, p. 4373 (2008)",18621524
SB-686709-A,1249116,CHEMBL1909345,"InChI=1S/C19H20F2N6O.ClH/c1-2-27-8-6-11(7-9-27)19(28)22-17-13-10-15(23-25-18(13)26-24-17)12-4-3-5-14(20)16(12)21;/h3-5,10-11H,2,6-9H2,1H3,(H2,22,24,25,26,28);1H",Cl.CCN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F,CHEMBL39300,"InChI=1S/C19H20F2N6O/c1-2-27-8-6-11(7-9-27)19(28)22-17-13-10-15(23-25-18(13)26-24-17)12-4-3-5-14(20)16(12)21/h3-5,10-11H,2,6-9H2,1H3,(H2,22,24,25,26,28)",CCN1CCC(CC1)C(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F,GSK3b,CHEMBL262,CHEMBL1136434,"Bioorg. Med. Chem. Lett., 13, p. 1581 (2003)",12699760
SB-698596-AC,1249117,CHEMBL1909346,"InChI=1S/C20H22F2N6O.C4H6O6/c1-2-28-8-6-12(7-9-28)10-17(29)23-19-14-11-16(24-26-20(14)27-25-19)13-4-3-5-15(21)18(13)22;5-1(3(7)8)2(6)4(9)10/h3-5,11-12H,2,6-10H2,1H3,(H2,23,25,26,27,29);1-2,5-6H,(H,7,8)(H,9,10)/t;1-,2-/m.1/s1",CCN1CCC(CC(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F)CC1.O[C@H]([C@@H](O)C(=O)O)C(=O)O,CHEMBL38425,"InChI=1S/C20H22F2N6O/c1-2-28-8-6-12(7-9-28)10-17(29)23-19-14-11-16(24-26-20(14)27-25-19)13-4-3-5-15(21)18(13)22/h3-5,11-12H,2,6-10H2,1H3,(H2,23,25,26,27,29)",CCN1CCC(CC(=O)Nc2n[nH]c3nnc(cc23)c4cccc(F)c4F)CC1,GSK3b,CHEMBL262,CHEMBL1136434,"Bioorg. Med. Chem. Lett., 13, p. 1581 (2003)",12699760
SB-711237,429608,CHEMBL408732,"InChI=1S/C17H16N4O2/c1-23-12-6-4-10(5-7-12)14-9-8-13-15(18-14)20-21-16(13)19-17(22)11-2-3-11/h4-9,11H,2-3H2,1H3,(H2,18,19,20,21,22)",COc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,CHEMBL408732,"InChI=1S/C17H16N4O2/c1-23-12-6-4-10(5-7-12)14-9-8-13-15(18-14)20-21-16(13)19-17(22)11-2-3-11/h4-9,11H,2-3H2,1H3,(H2,18,19,20,21,22)",COc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,GSK3b,CHEMBL262,CHEMBL1136206,"Bioorg. Med. Chem. Lett., 13, p. 3055 (2003)",12941332
SB-725317,429311,CHEMBL260417,"InChI=1S/C16H13BrN4O2/c17-12-7-11-14(18-13(12)8-3-5-10(22)6-4-8)20-21-15(11)19-16(23)9-1-2-9/h3-7,9,22H,1-2H2,(H2,18,19,20,21,23)",Oc1ccc(cc1)c2nc3[nH]nc(NC(=O)C4CC4)c3cc2Br,CHEMBL260417,"InChI=1S/C16H13BrN4O2/c17-12-7-11-14(18-13(12)8-3-5-10(22)6-4-8)20-21-15(11)19-16(23)9-1-2-9/h3-7,9,22H,1-2H2,(H2,18,19,20,21,23)",Oc1ccc(cc1)c2nc3[nH]nc(NC(=O)C4CC4)c3cc2Br,GSK3b,CHEMBL262,CHEMBL1136207,"Bioorg. Med. Chem. Lett., 13, p. 3059 (2003)",12941333
